run_id,success,base_x,base_y,base_yaw,q1,q2,q3,q4,q5,q6,entry_l2_rad,entry_max_delta_rad,planning_wall_time_s,nominal_execution_time_s,alignment_time_s,trajectory_points,min_joint_margin_rad,min_joint_margin_normalized,min_manipulability,min_self_collision_clearance_m,max_joint_speed_rad_s,hybrid_expanded_nodes,ik_rejections,collision_rejections,error
0,1,0.75,2.06,0,0.373876929572,2.13988512963,2.41399062935,-1.41228617788,4.33771582324,0.785300814225,0,0,0.103784761,438.982545044,0,702,0.0677138221197,0.011100626577,0.0274266705783,0.0028084449616,0.05,696,1,0,""
1,1,0.75,2.06,0,0.176660132697,1.87310415112,2.49138262935,-1.2200121254,4.29121968226,0.439124209765,0.524428756826,0.346176604461,3.79709708,445.473356378,6.49081133364,711,0.0677138221197,0.011100626577,0.0222350402871,0.000636935644076,0.079012345679,696,1,0,""
2,1,0.75,2.06,0,0.526660132697,2.10643748445,2.63138262935,-1.1200121254,4.3548560459,0.492970363611,0.492844534443,0.292330450614,3.749120127,444.463740993,5.48119594902,710,0.0677138221197,0.011100626577,0.0190036197631,0.00196239009362,0.08,696,1,0,""
